1029,T8,001,,4,01,PRIMEURS SARL,,,,,,,,1,,,,,,
1067,T8,001,,4,01,GENERAL IMPORT,,,,,,,,1,,,,,,
1410,T8,001,,4,01,CECA GADIS,,,,,,,,1,,,,,,
1928,T8,001,,4,01,BAHRAIN MARITIME & MERCAN,,,,,,,,1,,,,,,
1961,T8,001,,4,01,COMOR'OPTIC-NEW BAZAR,,,,,,,,1,,,,,,
2052,T8,001,,4,01,PARTNERS EXPORT,,,,,,,,1,,,,,,
2059,T8,001,,4,01,AMBASSADE DE FRANCE ALPA,,,,,,,,1,,,,,,
2143,T8,001,,4,01,SONODI,,,,,,,,1,,,,,,
2349,T8,001,,4,01,ALI MOSSI,,,,,,,,1,,,,,,
2351,T8,001,,4,01,AU BON MARCHE VANUATU FRE,,,,,,,,1,,,,,,
2354,T8,001,,4,01,DOVV DISTRIBUTION SARL,,,,,,,,1,,,,,,
2358,T8,001,,4,01,MAURISTAR SA,,,,,,,,1,,,,,,
2361,T8,001,,4,01,REGAL SARL,,,,,,,,1,,,,,,
2363,T8,001,,4,01,STOP AND SHOP,,,,,,,,1,,,,,,
2364,T8,001,,4,01,ETS THAI HUOT TRADING CO,,,,,,,,1,,,,,,
2377,T8,001,,4,01,GENERAL IMPORT,,,,,,,,1,,,,,,
2385,T8,001,,4,01,VEGA SA,,,,,,,,1,,,,,,
2386,T8,001,,4,01,LE GASTRONOME,,,,,,,,1,,,,,,
2404,T8,001,,4,01,SCIMAS SARL,,,,,,,,1,,,,,,
2405,T8,001,,4,01,SEYCHELLES TRADING COMPAN,,,,,,,,1,,,,,,
2410,T8,001,,4,01,ETS MODAREK A.A,,,,,,,,1,,,,,,
2433,T8,001,,4,01,SHOPRITE GLOBAL LTD,,,,,,,,1,,,,,,
2461,T8,001,,4,01,MAHONET,,,,,,,,1,,,,,,
2556,T8,001,,4,01,VIET FRANCE EXPORT,,,,,,,,1,,,,,,
2569,T8,001,,4,01,ETS BERTHONY VIEUX,,,,,,,,1,,,,,,
2585,T8,001,,4,01,CADO DECO,,,,,,,,1,,,,,,
